"pantalla","resolución","tipo","etiqueta accesible","texto visible","placeholder","deshabilitado","origen del texto","captura"
"revision-aprobado","1280×720","combobox","Salida","150","","no","src/client/components/ReviewOrderDetail.tsx → AwningColumn.tsx / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","input","Bamba (cm)","","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","combobox","Dibujo de confección","Automático","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Normales","Normales","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Cruzados","Cruzados","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","2","2","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","3","3","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Evo 80","Evo 80","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Univers 280","Univers 280","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","combobox","Lacado","Blanco","","no","src/client/components/ReviewOrderDetail.tsx → AwningColumn.tsx / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","No","No","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Sí","Sí","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","combobox","Dispositivo","Máq. interior","","no","src/client/components/ReviewOrderDetail.tsx → AwningColumn.tsx / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","combobox","Lado máquina","M.F. derecha","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","combobox","Altura manivela","150","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","combobox","Colocación","Frontal","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","combobox","Tipo de pared","No indicada","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","input","Obs. estructura, línea 1","","Escribe una observación","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","input","OF","","","no","src/client/components/ReviewOrderDetail.tsx → AwningColumn.tsx / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","input","Frente","","","no","src/client/components/ReviewOrderDetail.tsx → AwningColumn.tsx / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","input","Salida","","","no","src/client/components/ReviewOrderDetail.tsx → AwningColumn.tsx / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","combobox","Variante","HERA 43 máquina","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","combobox","Color cadena","Blanco","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","input","Altura instalación","","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Ninguno","Ninguno","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Vertical","Vertical","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Horizontal","Horizontal","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","combobox","Arriba","Varilla plana","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","combobox","Abajo","Varilla blanca","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Derecho","Derecho","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Revés","Revés","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","input","Obs. estructura, línea 1","","Escribe una observación","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","input","Observaciones de tela del pedido, línea 1","","Escribe una observación","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Actualizar","Actualizar","","no","src/client/views/ReviewsView.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Pantalla completa","Pantalla completa","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Página anterior","","","sí","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Página siguiente","","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Página anterior","","","sí","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Página siguiente","","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"revision-aprobado","1280×720","button","Cerrar notificación","","","no","src/client/components/ReviewOrderDetail.tsx","tmp/ui-audit/shots/ui-1280x720-revision-aprobado.png"
"parametros-base-completado","1280×720","button","Pedido","Pedido","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","button","Parámetros","Parámetros","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","button","Revisión","Revisión","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","button","Configuración","Configuración","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","button","Arzúa ProRPSART 325 / ARZUA","Arzúa ProRPSART 325 / ARZUA","","no","src/client/views/ParametersView.tsx + src/client/components/controlLabels.ts","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","button","Restaurar valores correctos","Restaurar valores correctos","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","Frente máximo normal (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","combobox","Para un particular, proponer","Evo 80","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","combobox","Para empresa u hostelería, proponer","Univers 280","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","Motor 70/17 solo en excepción desde (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","Tela extra en la caída (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","Solape entre paños (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","Margen fijo de confección (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","Barra 1 (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","Barra 2 (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","Barra 3 (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA Tela Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA Tela Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA Tela Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA Tubo de enrollar Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA Tubo de enrollar Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA Tubo de enrollar Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA Barra delantera Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA Barra delantera Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA Barra delantera Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 150 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 150 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 150 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 175 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 175 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 175 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 200 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 200 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 200 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 225 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 225 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 225 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 250 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 250 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 250 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 275 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 275 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 275 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 300 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 300 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 300 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 325 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 325 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 325 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 350 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 350 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","input","ARZUA salida 350 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","button","Añadir dibujo","Añadir dibujo","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","button","Añadir el primer dibujo de ARZUA PROPuede ser el dibujo general del modelo; después añadiremos excep","Añadir el primer dibujo de ARZUA PROPuede ser el dibujo general del modelo; después añadiremos excep","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"parametros-base-completado","1280×720","button","Cerrar notificación","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-base-completado.png"
"configuracion","1280×720","button","Pedido","Pedido","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-configuracion.png"
"configuracion","1280×720","button","Parámetros","Parámetros","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-configuracion.png"
"configuracion","1280×720","button","Revisión","Revisión","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-configuracion.png"
"configuracion","1280×720","button","Configuración","Configuración","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-configuracion.png"
"configuracion","1280×720","input","01Pedidos para revisiónAquí se guarda PEDIDO.pdf para revisar. El propio PDF contiene los datos edit","","/mnt/toldos/oficina-tecnica/{YYYY}/TOLDOS","no","src/client/views/SettingsView.tsx","tmp/ui-audit/shots/ui-1280x720-configuracion.png"
"configuracion","1280×720","input","02Planteamientos generadosAquí guarda Generar archivos el PDF definitivo PEDIDO-1.pdf. Aprobar por s","","/mnt/toldos/planteamientos/{YYYY}","no","src/client/views/SettingsView.tsx","tmp/ui-audit/shots/ui-1280x720-configuracion.png"
"configuracion","1280×720","input","03Subida de materialAquí guarda Generar archivos un Excel de reserva por cada OF. Aprobar por sí sol","","/mnt/toldos/rps","no","src/client/views/SettingsView.tsx","tmp/ui-audit/shots/ui-1280x720-configuracion.png"
"configuracion","1280×720","input","04Histórico de planteamientos RPSRPS mueve aquí los PDF procesados. Permite seguir viéndolos en Gene","","/mnt/rps/ventas/planteamientos/{YYYY}","no","src/client/views/SettingsView.tsx","tmp/ui-audit/shots/ui-1280x720-configuracion.png"
"configuracion","1280×720","input","Desactivado","","","no","src/client/views/SettingsView.tsx","tmp/ui-audit/shots/ui-1280x720-configuracion.png"
"configuracion","1280×720","button","Comprobar carpetas","Comprobar carpetas","","sí","src/client/views/SettingsView.tsx","tmp/ui-audit/shots/ui-1280x720-configuracion.png"
"configuracion","1280×720","button","Guardar configuración","Guardar configuración","","no","src/client/views/SettingsView.tsx","tmp/ui-audit/shots/ui-1280x720-configuracion.png"
"configuracion","1280×720","button","Cerrar notificación","","","no","src/client/views/SettingsView.tsx","tmp/ui-audit/shots/ui-1280x720-configuracion.png"
"parametros-conflicto","1280×720","button","Pedido","Pedido","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","button","Parámetros","Parámetros","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","button","Revisión","Revisión","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","button","Configuración","Configuración","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","button","Descartar","Descartar","","no","src/client/components/ParametersSaveBar.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","button","Guardar para todos","Guardar para todos","","no","src/client/components/ParametersSaveBar.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","combobox","Quién hace el cambio","Ángel","","no","src/client/components/ParametersSaveBar.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","Motivo","","Por ejemplo: margen de caída confirmado por OT","no","src/client/components/ParametersSaveBar.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","button","Cancelar","Cancelar","","no","src/client/components/ParametersSaveBar.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","button","Guardar para todos","Guardar para todos","","no","src/client/components/ParametersSaveBar.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","button","Cargar esta versión","Cargar esta versión","","no","src/client/components/ParametersHistory.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","button","Arzúa ProRPSART 325 / ARZUA","Arzúa ProRPSART 325 / ARZUA","","no","src/client/views/ParametersView.tsx + src/client/components/controlLabels.ts","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","button","Restaurar valores correctos","Restaurar valores correctos","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","Frente máximo normal (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","combobox","Para un particular, proponer","Evo 80","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","combobox","Para empresa u hostelería, proponer","Univers 280","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","Motor 70/17 solo en excepción desde (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","Tela extra en la caída (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","Solape entre paños (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","Margen fijo de confección (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","Barra 1 (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","Barra 2 (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","Barra 3 (cm)","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA Tela Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA Tela Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA Tela Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA Tubo de enrollar Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA Tubo de enrollar Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA Tubo de enrollar Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA Barra delantera Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA Barra delantera Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA Barra delantera Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 150 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 150 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 150 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 175 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 175 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 175 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 200 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 200 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 200 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 225 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 225 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 225 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 250 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 250 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 250 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 275 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 275 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 275 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 300 Motor","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 300 Máquina dentro","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
"parametros-conflicto","1280×720","input","ARZUA salida 300 Máquina fuera","","","no","src/client/views/ParametersView.tsx","tmp/ui-audit/shots/ui-1280x720-parametros-conflicto.png"
